ibdid,Effect,EffectVar,ModelFreq,WindowFreq,GeneFreq,GenVar,EffectDelta1,SDDelta1,t.like,shrink,chr,pos,file,trait,mode,tsf
9_149512099,-1.589,35.11827,0.0307,0.0422,0.276,1.007919,-51.7432,55.1049,0.939,0.979,9,149512099,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
9_149893425,1.767,34.41196,0.0275,0.0586,0.082,0.4693186,64.2683,68.4659,0.939,0.925,9,149893425,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
9_149969530,1.002,21.05681,0.0235,0.0582,0.23,0.3552756,42.6474,45.312,0.941,0.98,9,149969530,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
9_153532847,0.6767,14.55359,0.0122,0.0214,0.189,0.140604,55.4672,58.8188,0.943,0.965,9,153532847,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
9_47588058,0.9548,18.53661,0.0115,0.023,0.067,0.1146377,83.0235,88.2057,0.941,0.907,9,47588058,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_13642325,0.796,23.45506,0.0176,0.0259,0.139,0.1513305,45.2277,48.3894,0.935,0.879,10,13642325,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
10_86274679,0.6766,14.53383,0.0122,0.0224,0.127,0.1011882,55.4614,60.623,0.915,0.766,10,86274679,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
10_94866838,0.5511,12.9922,0.0112,0.0217,0.232,0.108164,49.2042,53.2694,0.924,0.823,10,94866838,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
1_246815033,1.528,28.27733,0.02,0.0337,0.046,0.2058264,76.4013,83.0616,0.92,0.763,1,246815033,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
1_285922269,5.456,104.0496,0.0714,0.0808,0.068,3.782717,76.4167,80.3242,0.951,0.796,1,285922269,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
1_41469604,1.966,47.13163,0.0338,0.0442,0.137,0.9149907,58.1768,61.4174,0.947,0.91,1,41469604,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
1_75316854,-1.486,34.17561,0.0224,0.0368,0.064,0.2633273,-66.3606,71.1288,0.933,0.744,1,75316854,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
2_147310459,-6.506,149.1637,0.1426,0.1638,0.184,12.71669,-45.6264,46.9088,0.973,0.919,2,147310459,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
2_183918892,1.107,30.64386,0.0201,0.0301,0.226,0.4281591,55.0595,59.0675,0.932,0.895,2,183918892,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
2_193494365,-0.741,16.41461,0.0101,0.0221,0.127,0.12197,-73.364,82.0695,0.894,0.693,2,193494365,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
2_19443208,-1.951,40.38857,0.0279,0.2904,0.045,0.3303947,-69.9376,73.9709,0.945,0.809,2,19443208,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
2_194439560,13.1,292.4099,0.2595,0.2864,0.129,38.5381,50.5002,50.3441,1.003,0.921,2,194439560,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
2_202305228,-0.8651,24.15324,0.0178,0.0283,0.123,0.161143,-48.5996,52.6019,0.924,0.854,2,202305228,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
2_211731867,1.121,31.87585,0.0385,0.046,0.226,0.4390075,29.1072,30.3599,0.959,0.959,2,211731867,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
2_220616472,-0.9498,24.44408,0.0176,0.0284,0.061,0.1039303,-53.9683,57.6504,0.936,0.833,2,220616472,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
2_45778167,-1.798,45.51098,0.0376,0.0618,0.189,0.9898767,-47.8263,50.1516,0.954,0.898,2,45778167,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
3_227623702,1.319,30.57613,0.0248,0.0352,0.211,0.5801162,53.1908,56.9661,0.934,0.871,3,227623702,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
4_213035252,-1.412,28.17736,0.0249,0.0417,0.068,0.25325,-56.697,60.2225,0.941,0.752,4,213035252,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
4_240114885,-0.964,25.13052,0.0196,0.03,0.309,0.3969356,-49.1853,52.343,0.94,0.906,4,240114885,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
4_90840404,1.886,38.05444,0.0304,0.0437,0.058,0.3859951,62.0381,66.1409,0.938,0.787,4,90840404,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
5_214112878,-1.688,36.58081,0.0356,0.0485,0.145,0.7086098,-47.4251,50.1768,0.945,0.857,5,214112878,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
5_2473575,-0.693,14.48793,0.0103,0.0222,0.13,0.1083232,-67.2861,75.2239,0.894,0.69,5,2473575,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
5_3090912,0.4893,13.60842,0.0169,0.0277,0.392,0.1140916,28.9531,30.6287,0.945,0.96,5,3090912,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
5_4218405,1.373,35.07274,0.0322,0.0456,0.198,0.5983518,42.6494,45.0159,0.947,0.93,5,4218405,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
5_4682384,1.082,24.40334,0.0177,0.0311,0.054,0.1191284,61.12,65.2968,0.936,0.807,5,4682384,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
6_130570502,-0.9374,21.37933,0.0169,0.0262,0.069,0.1128147,-55.4701,59.6472,0.93,0.78,6,130570502,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
6_36945819,1.742,42.11716,0.0331,0.0431,0.102,0.5571058,52.6228,55.8951,0.941,0.85,6,36945819,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
6_44005747,0.7303,20.99097,0.0245,0.0598,0.204,0.1730844,29.8088,31.3896,0.95,0.946,6,44005747,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
6_81704693,1.296,28.5251,0.0225,0.0335,0.093,0.2839386,57.6087,61.4234,0.938,0.833,6,81704693,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
7_152391003,0.4999,25.46584,0.0276,0.044,0.368,0.1162774,18.1133,18.8061,0.963,0.991,7,152391003,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
8_8119761,2.493,58.76606,0.0545,0.0704,0.164,1.707198,45.7391,47.7665,0.958,0.915,8,8119761,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
9_113420698,1.477,37.86826,0.0335,0.052,0.24,0.7956672,44.0758,45.8715,0.961,0.939,9,113420698,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
9_11529987,-0.772,17.84944,0.0162,0.0288,0.149,0.1513616,-47.6573,51.4765,0.926,0.84,9,11529987,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
9_131583553,-0.6035,14.12693,0.014,0.0286,0.167,0.1011763,-43.1085,45.3773,0.95,0.868,9,131583553,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
9_4333391,-0.9477,24.15056,0.022,0.0321,0.1,0.1616621,-43.077,45.3126,0.951,0.873,9,4333391,slurm-scripts/wholeset/pht_perse_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,perse
6_159375067,0.8265,0.7358902,0.3159,0.3265,0.267,0.2671541,2.61626,2.55946,1.022,0.901,6,159375067,slurm-scripts/wholeset/tw_BPHmax_1d2.mrkRes1,slurm-scripts/wholeset/tw,1d2.mrkRes1,BPHmax
3_32541917,-0.6518,1.124804,0.1559,0.1647,0.323,0.1857371,-4.18109,4.28144,0.977,0.975,3,32541917,slurm-scripts/wholeset/tw_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/tw,1a2.mrkRes1,BPHmin
8_148790661,-0.7107,1.352187,0.1358,0.1423,0.256,0.1924383,-5.23349,5.46871,0.957,0.973,8,148790661,slurm-scripts/wholeset/tw_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/tw,1a2.mrkRes1,BPHmin
9_141458979,1.098,1.84683,0.1579,0.1646,0.185,0.3634733,6.95524,7.25521,0.959,0.916,9,141458979,slurm-scripts/wholeset/tw_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/tw,1a2.mrkRes1,BPHmin
4_239156162,2.111,2.695258,0.3307,0.3374,0.048,0.4050536,6.38327,6.23218,1.024,0.849,4,239156162,slurm-scripts/wholeset/tw_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/tw,1d2.mrkRes1,BPHmin
9_139513822,0.5546,0.6353297,0.1592,0.1816,0.264,0.1196277,3.48345,3.56819,0.976,0.941,9,139513822,slurm-scripts/wholeset/tw_MPH_1a2.mrkRes1,slurm-scripts/wholeset/tw,1a2.mrkRes1,MPH
6_140857368,-0.9531,0.8472915,0.4435,0.4511,0.408,0.4386702,-2.14902,1.98444,1.083,0.961,6,140857368,slurm-scripts/wholeset/tw_perse_1a2.mrkRes1,slurm-scripts/wholeset/tw,1a2.mrkRes1,perse
9_136775911,0.5721,0.3374456,0.3735,0.3793,0.352,0.1492333,1.53181,1.47436,1.039,0.864,9,136775911,slurm-scripts/wholeset/tw_perse_1d2.mrkRes1,slurm-scripts/wholeset/tw,1d2.mrkRes1,perse
